EmpID,FirstName,LastName,Name,Position,Department,Agreement_Date,ExitDate, Contract_Term (in months) ,Current Employee Rating,Basic Salary,Bonus,Benefits,cloud_service_used,database_software_required,statistic_software_required,programming_language_required,Tools_used
1198,Audrey,Stevens,,Laborer,Production       ,2019-01-22,,-1449.566667,3,75755.2,32783.25,6566.85,,,,,",,"
1199,Jason,Munoz,,Laborer,Production       ,2020-12-12,,-1472.566667,3,109230.4,0,5428.9,,,,,",,"
1200,Carlee,Foley,,Laborer,Production       ,2022-04-27,,-1489.266667,3,85334.4,7171.59,14145.37,,,,Python,",,Python"
1203,Mylie,Salazar,,Engineer,Production       ,2018-09-08,,-1445.033333,3,30252.88,0,33406.7,,SQL,,,"SQL,,"
1205,Ulises,Shea,,Shop,Production       ,2020-07-23,,-1467.833333,3,95694.67,34059.86,14095.3,,,,,",,"
1207,Kamari,Holloway,,Laborer,Production       ,2019-10-01,,-1457.966667,3,75755.2,10518.87,2486.22,,SQL,,Java/Javascript,"SQL,,Java/Javascript"
1209,Dane,Kelly,,Foreman,Production       ,2023-05-31,,-1502.566667,3,62921.76,12304.23,36.4,,SQL,,Python,"SQL,,Python"
1213,Tamia,Sharp,,Coordinator,Production       ,2020-02-23,,-1462.8,3,55319.18,2998.81,7827.13,,SQL,SAS,,"SQL,SAS,"
1214,Jaliyah,Gamble,,Splicer,Production       ,2022-02-12,,-1486.8,3,72678.92,30501.61,3383.77,,,,,",,"
1215,Xander,Savage,,Laborer,Production       ,2020-02-13,,-1462.466667,3,51798.4,3493.01,780.75,,,,,",,"
1218,Livia,Salazar,,Locator,Production       ,2018-12-31,,-1448.833333,3,97477.44,33302.32,4878.03,Hadoop,,,Python,",,Python"
1223,Brooklynn,Mack,,Engineer,Production       ,2021-01-26,,-1474.066667,3,94297.15,34193.54,2056.07,Hive,SQL,R,Python,"SQL,R,Python"
1225,Irvin,Warner,,Accounting,Production       ,2023-05-15,,-1502.033333,3,75755.2,3485.44,3720.37,Hadoop,,R,Python,",R,Python"
1226,Dayton,Castro,,Driller,Production       ,2023-06-20,,-1503.233333,3,69359.14,18863.15,2129.75,Pig,,,Java/Javascript,",,Java/Javascript"
1228,Jaquan,Rowland,,Engineer,Production       ,2021-08-30,,-1481.266667,3,47302.32,796.25,1063.9,,,,,",,"
1229,David,Velez,,Technician,Production       ,2020-01-27,,-1461.9,3,52577.6,6061.18,3939.26,Pig,SQL,R,Python,"SQL,R,Python"
1230,Joslyn,Patel,,Groundman,Production       ,2022-03-04,,-1487.466667,3,17938.59,0,0,,,,,",,"
1231,Colt,Archer,,Laborer,Production       ,2020-03-07,,-1463.233333,3,69240,19686.9,11936.01,,SQL,,,"SQL,,"
1232,Abbigail,Cameron,,Support,Production       ,2020-03-19,,-1463.633333,3,19220.54,0,126,,,,,",,"
1233,Anastasia,Escobar,,Project Manager,Production       ,2022-07-23,,-1492.166667,3,93542.4,0,5161.7,,SQL,,,"SQL,,"
1235,Aliana,Pena,,Administrative,Production       ,2020-04-14,,-1464.5,3,22844.76,74.92,106.2,,SQL,SAS,Ruby,"SQL,SAS,Ruby"
1240,Alejandra,Mclean,,Project Manager,Production       ,2020-03-19,,-1463.633333,3,75755.2,53848.55,7210.46,,SQL,,,"SQL,,"
1242,Marilyn,Greer,,Foreman,Production       ,2023-04-24,,-1501.333333,3,98020.8,0,4341.66,,SQL,,,"SQL,,"
1243,Camila,Nichols,,Manager,Production       ,2020-06-04,,-1466.2,3,61368,13281.82,2169.91,,SQL,,,"SQL,,"
1244,Iris,Bruce,,Technician,Production       ,2022-05-23,,-1490.133333,3,66885.44,0,0,,,SPSS,,",SPSS,"
1245,Henry,Pratt,,Technician,Production       ,2019-05-17,,-1453.4,3,75755.2,10749.37,4970.83,,SQL,R,Python,"SQL,R,Python"
1247,Ashanti,Scott,,Foreman,Production       ,2019-03-04,,-1450.933333,3,19217.72,0,18.5,Pig,SQL,,Python,"SQL,,Python"
1250,Jerimiah,Jackson,,Lineman,Production       ,2018-09-06,,-1444.966667,3,58979.2,8559.05,10439.73,,,,,",,"
1251,Callie,Murray,,Laborer,Production       ,2018-09-25,,-1445.6,3,69472.8,0,1298,,SQL,SAS,,"SQL,SAS,"
1254,Alyvia,Sellers,,Groundman,Production       ,2020-06-22,,-1466.8,3,48982.4,3844.03,3087.7,,,,,",,"
1256,Noemi,Randall,,Laborer,Production       ,2020-01-08,,-1461.266667,3,62772.8,0,0,,,,,",,"
1257,Jazlene,Lozano,,Engineer,Production       ,2021-10-16,,-1482.833333,3,94297.76,33926.17,2129.75,,Oracle,,,"Oracle,,"
1258,Jennifer,Salazar,,Foreman,Production       ,2022-06-29,,-1491.366667,3,75755.2,311.95,5317.88,,,,,",,"
1260,Caitlin,Robertson,,Manager,Production       ,2018-08-16,,-1444.266667,3,88120.05,32343.64,2825.33,,SQL,,,"SQL,,"
1261,Elyse,Huerta,,Laborer,Production       ,2019-12-27,,-1460.866667,3,34125.6,0,0,,SQL,,C/C++/C#/Objective-C,"SQL,,C/C++/C#/Objective-C"
1263,Barrett,Jennings,,Foreman,Production       ,2022-10-20,,-1495.133333,3,30650.3,364.15,3.6,,Oracle,,,"Oracle,,"
1264,Darius,Koch,,Director,Production       ,2019-02-15,,-1450.366667,3,78628.09,749.63,26700.38,,SQL,SPSS,Python,"SQL,SPSS,Python"
1268,Malik,Ochoa,,Technician,Production       ,2023-02-25,,-1499.4,3,25233.26,881.2,182.7,,SQL,,,"SQL,,"
1269,Elyse,Pratt,,Laborer,Production       ,2022-08-23,,-1493.2,3,47340.8,886.5,0,,SQL,,,"SQL,,"
1271,Harley,Abbott,,Foreman,Production       ,2020-04-26,,-1464.9,3,4591.2,232.89,187,NoSQL,mySQL,,,"mySQL,,"
1274,Lillie,Leblanc,,Engineer,Production       ,2022-11-22,,-1496.233333,3,60423.94,974.52,479.9,,SQL,,Python,"SQL,,Python"
1275,Sincere,Rivera,,Splicer,Production       ,2022-10-11,,-1494.833333,3,55962.48,0,2265.6,,SQL,,,"SQL,,"
1276,Lucas,Good,,Administrator,Production       ,2019-12-28,,-1460.9,3,62322.58,0,19726.19,Hadoop,SQL,SPSS,,"SQL,SPSS,"
1277,Jonas,Hernandez,,Technician,Production       ,2019-04-11,,-1452.2,3,9151.2,0,11719.12,Pig,SQL,,Ruby,"SQL,,Ruby"
1278,Cason,Tyler,,Laborer,Production       ,2020-10-26,,-1471,3,82672.8,0,41933.06,,Teradata,SAS,Python,"Teradata,SAS,Python"
1280,Natalie,Christensen,,Administrator,Production       ,2022-01-12,,-1485.766667,3,4354.71,0,0,Pig,,R,Python,",R,Python"
1283,Taniya,Stafford,,Drafter,Production       ,2021-01-11,,-1473.566667,3,83829.2,0,3276,Pig,SQL,R,Python,"SQL,R,Python"
1284,Cherish,Preston,,Supervisor,Production       ,2019-12-08,,-1460.233333,3,45396.8,267.58,1757.2,Pig,SQL,,Java/Javascript,"SQL,,Java/Javascript"
1285,Briley,Hanson,,Supervisor,Production       ,2021-09-26,,-1482.166667,3,1120.08,0,0,,mySQL,SAS,,"mySQL,SAS,"
1289,Janiyah,Ballard,,Clerk,Production       ,2019-07-18,,-1455.466667,3,45396.8,531.5,873.5,,SQL,R,Python,"SQL,R,Python"
1290,Annika,Malone,,Administrator,Production       ,2021-04-13,,-1476.633333,3,58043.2,946.76,5549.93,,SQL,,Ruby,"SQL,,Ruby"
1292,Larissa,Warner,,Engineer,Production       ,2018-10-27,,-1446.666667,3,2431.81,0,0,MapReduce/Elastic MapReduce,mySQL,,Python,"mySQL,,Python"
1295,Emery,Schmidt,,Groundman,Production       ,2021-06-13,,-1478.666667,3,77153.62,4963.89,4275.06,Pig,mySQL,,,"mySQL,,"
1298,Hallie,Delacruz,,Laborer,Production       ,2023-02-25,,-1499.4,3,112734.4,0,4680,,,,,",,"
1299,Tia,Atkins,,Foreman,Production       ,2020-03-24,,-1463.8,3,29197.33,136.86,163.05,MapReduce/Elastic MapReduce,,R,Python,",R,Python"
1300,Nia,Nicholson,,Laborer,Production       ,2021-06-12,,-1478.633333,3,51199.35,0,3200,,,,,",,"
1303,Estrella,Benitez,,Administration,Production       ,2020-05-15,,-1465.533333,3,109230.4,43587.09,8265.19,,,,Python,",,Python"
1304,Kylie,Gilbert,,Safety,Production       ,2023-01-24,,-1498.333333,3,2572.08,0,584.8,,,MatLab,Python,",MatLab,Python"
1306,Dane,Barton,,Coordinator,Production       ,2021-04-16,,-1476.733333,3,75755.2,3827.59,9329.62,,,,,",,"
1309,Yamilet,Cohen,,Driller,Production       ,2020-08-17,,-1468.666667,3,51798.4,4291.45,1768,,SQL,SAS,,"SQL,SAS,"
1312,Irene,Melton,,Technician,Production       ,2021-04-10,,-1476.533333,3,49285.2,792,4710.92,,,,,",,"
1313,Eddie,Whitney,,Operator,Production       ,2023-04-18,,-1501.133333,3,275.31,0,0,Pig,SQL,,Python,"SQL,,Python"
1315,Amy,Foster-Baker,,Tester,Admin Offices,2020-10-10,,-1470.466667,3,46028,0,21253.72,,SQL,,,"SQL,,"
1320,Estelle,Howard,,Billing,Admin Offices,2018-12-25,,-1448.633333,3,46160.96,0,0,,SQL,,,"SQL,,"
1323,Leigh Ann,Smith,,Foreman,Admin Offices,2022-12-06,,-1496.7,3,33780.8,0,0,NoSQL,mySQL,R,Python,"mySQL,R,Python"
1324,Peter,Foley,,Helper,Admin Offices,2021-07-23,,-1480,3,187617.6,0,10234,Pig,SQL,SPSS,Ruby,"SQL,SPSS,Ruby"
1325,Maximus,Carney,,Drafter,Admin Offices,2019-11-16,,-1459.5,3,85846.9,3688.48,3780.23,,SQL,,,"SQL,,"
1327,Rhys,Lawson,,Engineer,Admin Offices,2019-01-14,,-1449.3,3,50.04,0,0,,,R,Python,",R,Python"
1331,Roger,Taylor,,Intern,Admin Offices,2021-08-11,,-1480.633333,3,53948.8,0,1362.6,,,SAS,,",SAS,"
1332,Marshall,Sellers,,Foreman,Admin Offices,2023-08-03,,-1504.7,3,41173.04,6684.23,1835,Hive,SQL,SAS,,"SQL,SAS,"
1333,Cloe,Mcgrath,,Laborer,IT/IS,2022-03-14,,-1487.8,3,36580.16,1057,41.4,,SQL,SPSS,Python,"SQL,SPSS,Python"
1335,Makenna,Newton,,Technician,Software Engineering,2021-10-31,,-1483.333333,3,41532.15,0,0,,,SPSS,Python,",SPSS,Python"
1338,Rogelio,Flores,,Mechanic,Admin Offices,2020-09-30,,-1470.133333,3,76947.23,3651.4,3545.57,,,SPSS,Java/Javascript,",SPSS,Java/Javascript"
1341,Amiyah,Sims,,Engineer,Software Engineering,2021-11-03,,-1483.433333,3,64083.2,2227.33,3762,,SQL,SPSS,,"SQL,SPSS,"
1344,Johan,Willis,,Foreman,Admin Offices,2022-09-20,,-1494.133333,3,270.84,0,0,Hive,SQL,R,Java/Javascript,"SQL,R,Java/Javascript"
1345,Seth,Alvarez,,Engineer,Admin Offices,2023-01-27,,-1498.433333,3,86892.58,27383.01,4604.35,Pig,,,Ruby,",,Ruby"
1350,Timothy,Villarreal,,Laborer,Admin Offices,2022-03-04,,-1487.466667,3,47286.23,6305.85,97.32,NoSQL,SQL,SPSS,Python,"SQL,SPSS,Python"
1351,Elliott,Petersen,,Tower Hand,Admin Offices,2021-03-28,,-1476.1,3,93681.28,0,3802.4,,,SAS,Python,",SAS,Python"
1359,Rishi,Watkins,,Foreman,Admin Offices,2019-01-26,,-1449.7,3,88916.8,0,7261.6,,,,,",,"
1360,Immanuel,Goodwin,,Technician,IT/IS,2021-08-30,,-1481.266667,3,48663.44,0,0,,SQL,SAS,,"SQL,SAS,"
1363,Hadley,Barrett,,Laborer,Admin Offices,2023-07-28,,-1504.5,3,67352.01,3482.94,3867.55,,SQL,SAS,,"SQL,SAS,"
1365,Cali,Nolan,,Lineman,Admin Offices,2019-07-24,,-1455.666667,3,103272,0,0,,,,Java/Javascript,",,Java/Javascript"
1367,Bryce,Higgins,,Coordinator,IT/IS,2020-10-06,,-1470.333333,3,80626.8,19656.91,2209.83,Pig,SQL,SPSS,Python,"SQL,SPSS,Python"
1368,Beatrice,Bean,,Estimator,Admin Offices,2020-04-04,,-1464.166667,3,67771.52,0,0,NoSQL,SQL,SAS,Python,"SQL,SAS,Python"
1369,Shea,Novak,,Foreman,Sales,2021-03-26,,-1476.033333,3,44418.8,5968.84,725.2,Pig,,R,Python,",R,Python"
1370,Mateo,Mcdaniel,,Locator,Admin Offices,2022-05-19,,-1490,3,37421.6,157.59,0,,SQL,SPSS,Python,"SQL,SPSS,Python"
1372,Frankie,Davenport,,Foreman,Admin Offices,2022-11-24,,-1496.3,3,5294.4,513.36,19072.92,,SQL,SAS,,"SQL,SAS,"
1374,Judith,Mccullough,,Foreman,IT/IS,2019-07-07,,-1455.1,3,43644.8,0,865.5,,SQL,SPSS,,"SQL,SPSS,"
1375,Luca,Francis,,Intern,Admin Offices,2021-07-14,,-1479.7,3,378.79,0,0,,,,Java/Javascript,",,Java/Javascript"
1378,Konnor,Rivas,,Engineer,Admin Offices,2022-06-13,,-1490.833333,3,50290.92,5490.78,3622.07,,Teradata,,HTML/HTML5,"Teradata,,HTML/HTML5"
1379,Fernanda,Yu,,Supervisor,Admin Offices,2023-01-23,,-1498.3,3,59093.28,0,0,Hadoop,SQL,,,"SQL,,"
1380,Solomon,Paul,,Laborer,Admin Offices,2020-09-06,,-1469.333333,3,107229.92,0,5605,Hive,SQL,STATA,Python,"SQL,STATA,Python"
1381,Emiliano,Young,,Foreman,IT/IS,2022-10-17,,-1495.033333,3,3099.32,3645.7,8459.58,,SQL,R,Python,"SQL,R,Python"
1382,Mason,Ellis,,Supervisor,Admin Offices,2019-06-07,,-1454.1,3,75755.2,39606.48,10072.42,Hive,SQL,SPSS,,"SQL,SPSS,"
1385,Anderson,Meadows,,Laborer,Admin Offices,2020-05-30,,-1466.033333,3,50753.6,0,4625,NoSQL,Teradata,SAS,Ruby,"Teradata,SAS,Ruby"
1389,Juan,Gonzalez,,Manager,Production       ,2019-10-28,,-1458.866667,3,60706.04,425.05,2224.5,,,,,",,"
1390,Cayo,Gonzalez,,Lineman,Production       ,2019-01-11,,-1449.2,3,49772.86,0,0,Pig,,R,,",R,"
1391,Taylor,Sparks,,Supervisor,Production       ,2020-04-02,,-1464.1,3,53784,4508.86,2590.98,,,,Python,",,Python"
1394,Elijian,Clukey,,Laborer,Production       ,2019-01-19,,-1449.466667,3,73404.91,8215.79,5768.53,,mySQL,SAS,Python,"mySQL,SAS,Python"
1399,Helen,Billis,,Foreman,Production       ,2023-06-15,,-1503.066667,3,52337.6,0,483,Pig,SQL,R,Python,"SQL,R,Python"
1401,Hong,Pham,,Lineman,Production       ,2019-01-04,,-1448.966667,3,41854.4,0,2200,Hive,SQL,R,Python,"SQL,R,Python"
1402,Linda,Bachiochi,,Technician,Production       ,2021-09-10,,-1481.633333,3,41936,0,835.42,,SQL,,Python,"SQL,,Python"
1403,Lily,DiNocco,,Technician,Production       ,2021-07-08,,-1479.5,3,42452.38,907.35,0,NoSQL,SQL,,Python,"SQL,,Python"
1406,Jennifer,Cloninger,,Flagger,Production       ,2022-10-25,,-1495.3,3,43604,0,1750,NoSQL,SQL,SPSS,Python,"SQL,SPSS,Python"
1407,Elias,Robinson,,Administrative,Production       ,2023-04-04,,-1500.666667,3,75755.2,4475.49,4398.83,,SQL,R,Python,"SQL,R,Python"
1408,Libby,Fidelia,,Supervisor,Production       ,2021-03-17,,-1475.733333,3,78339.72,45963.2,6256.41,,,SAS,,",SAS,"
1411,Makenna,Rojas,,Foreman,Production       ,2019-07-02,,-1454.933333,3,29680.2,675.58,1563.52,Hive,SQL,R,Python,"SQL,R,Python"
1412,Rory,Stone,,Warehouse Technician,Production       ,2019-06-20,,-1454.533333,3,46096,0,0,MapReduce/Elastic MapReduce,SQL,STATA,Python,"SQL,STATA,Python"
1415,Aubrey,Kim,,Tower Hand,Production       ,2020-08-22,,-1468.833333,3,77551.82,20491.66,6965.11,NoSQL,SQL,R,Python,"SQL,R,Python"
1416,Edward,Love,,Flagger,Production       ,2020-04-09,,-1464.333333,3,75755.2,3331.41,5369.79,,SQL,R,Python,"SQL,R,Python"
1417,Paisley,Avery,,Supervisor,Production       ,2021-03-30,,-1476.166667,3,85731.21,34404.63,6626.83,,SQL,,,"SQL,,"
1418,Kaiden,Leblanc,,Project Manager,Production       ,2018-09-26,,-1445.633333,3,72834.72,0,5523.6,Pig,,STATA,Python,",STATA,Python"
1419,Shania,Bauer,,Laborer,Production       ,2023-05-22,,-1502.266667,3,76672,0,200.2,,,,Ruby,",,Ruby"
1420,Danna,Hines,,Project Manager,Production       ,2021-06-04,,-1478.366667,3,98179.2,0,7384.26,,,,,",,"
1423,Azaria,Young,,Laborer,Production       ,2022-06-25,,-1491.233333,3,111164.8,0,8989.6,Pig,SQL,R,Python,"SQL,R,Python"
1425,Antoine,Schaefer,,Technician,Production       ,2019-08-04,,-1456.033333,3,46978,0,488.54,,,SAS,Python,",SAS,Python"
1427,Jean,Duffy,,Project Manager,Production       ,2019-02-22,,-1450.6,3,75755.2,29568.61,5233.97,,,R,Python,",R,Python"
1428,Campbell,Doyle,,Director,Production       ,2022-12-08,,-1496.766667,3,1834.36,409.32,0,Hadoop,SQL,SAS,Python,"SQL,SAS,Python"
1431,Kaley,Ali,,Laborer,Production       ,2019-03-15,,-1451.3,3,37994.48,13049.26,670.05,,,,,",,"
1432,Madeline,Bernard,,Administration,Production       ,2019-07-18,,-1455.466667,3,76331.36,34274.5,8799.25,Pig,,R,,",R,"
1435,Isai,Mcfarland,,Laborer,Production       ,2021-07-30,,-1480.233333,3,64233.6,3043.36,3558.02,,,,,",,"
1436,Brent,Dominguez,,Laborer,Production       ,2022-10-28,,-1495.4,3,46384,3344.56,3183,,,SPSS,Python,",SPSS,Python"
1437,Lorena,Graves,,Manager,Production       ,2020-10-29,,-1471.1,3,100161.78,0,0,,SQL,SAS,,"SQL,SAS,"
1440,Humberto,Horn,,Driver,Production       ,2023-08-04,,-1504.733333,3,75755.2,16518.86,8326.83,MapReduce/Elastic MapReduce,SQL,SPSS,Ruby,"SQL,SPSS,Ruby"
1442,Makena,Mcintosh,,Safety,Production       ,2018-09-27,,-1445.666667,3,451.43,0,0,,SQL,R,Python,"SQL,R,Python"
1443,Armani,Crawford,,Technician,Production       ,2019-08-04,,-1456.033333,3,75755.2,4532.16,2813.57,,SQL,MatLab,Python,"SQL,MatLab,Python"
1444,Eugene,Bird,,Laborer,Production       ,2019-10-03,,-1458.033333,3,61588.8,3383.88,5438.43,Hadoop,,R,Python,",R,Python"
1448,Shiloh,Baird,,Technician,Production       ,2020-09-13,,-1469.566667,3,97559.9,46005.56,2591.25,,SQL,R,,"SQL,R,"
1449,Tara,Alvarado,,Administrator,Production       ,2022-11-15,,-1496,3,84339.88,0,1346.5,,SQL,R,,"SQL,R,"
1451,Sienna,Bullock,,Technician,Production       ,2022-12-31,,-1497.533333,3,34109.27,175.35,2.8,Pig,,R,Python,",R,Python"
1452,Tyrese,Goodman,,Driver,Production       ,2019-03-26,,-1451.666667,3,26144.6,0,729.16,,,STATA,,",STATA,"
1453,Giovanni,Landry,,Engineer,Production       ,2023-03-22,,-1500.233333,3,8420.65,0,0,,SQL,R,,"SQL,R,"
1455,Alonso,Williams,,Administrator,Production       ,2019-12-27,,-1460.866667,3,82915.95,7631.44,12980.93,MapReduce/Elastic MapReduce,,SPSS,,",SPSS,"
1457,Jadiel,French,,Driller,Production       ,2018-11-23,,-1447.566667,3,0,0,2012.5,NoSQL,SQL,SPSS,Python,"SQL,SPSS,Python"
1458,Brennan,Jefferson,,Foreman,Production       ,2021-01-17,,-1473.766667,3,56974.4,2359.25,6048.06,,SQL,SAS,Python,"SQL,SAS,Python"
1459,Noe,Glenn,,Technician,Production       ,2021-09-08,,-1481.566667,3,79205.92,513.02,6719.4,Hadoop,,R,Python,",R,Python"
1462,Elisabeth,Irwin,,Engineer,Production       ,2023-07-13,,-1504,3,75683.18,2055.08,2253,Hadoop,,,,",,"
1463,Bo,Bradford,,Technician,Production       ,2020-10-05,,-1470.3,3,62291.39,3936.24,7200.8,,SQL,SAS,Ruby,"SQL,SAS,Ruby"
1464,Dustin,Beasley,,Supervisor,Production       ,2019-01-27,,-1449.733333,3,116715.2,0,4680,,,SAS,,",SAS,"
1466,Chanel,Dougherty,,Engineer,Production       ,2021-03-04,,-1475.3,3,0,124.83,1150,,,SAS,Python,",SAS,Python"
1467,Phoebe,Dorsey,,Generalist,Production       ,2023-03-30,,-1500.5,3,36600.96,0,2015.51,Hadoop,Oracle,,Java/Javascript,"Oracle,,Java/Javascript"
1468,Coleman,Bridges,,Laborer,Production       ,2018-12-27,,-1448.7,3,105153.18,15966.8,2363.83,Hadoop,,,Python,",,Python"
1469,Juliet,Bautista,,Lineman,Production       ,2021-09-20,,-1481.966667,3,10713.76,0,129.75,Hadoop,,R,Python,",R,Python"
1470,Julia,Lawrence,,Administrator,Production       ,2023-02-08,,-1498.833333,3,93391.6,35277.38,13100.83,MapReduce/Elastic MapReduce,SQL,,Ruby,"SQL,,Ruby"
1472,Karina,Mccarthy,,Field Project Manager,Production       ,2021-08-31,,-1481.3,3,17955.19,0,0,,,,,",,"
1473,Ruben,Kirby,,Laborer,Production       ,2020-09-25,,-1469.966667,3,75755.2,22359.71,4514.84,Hadoop,,,Python,",,Python"
1479,Blaine,Rose,,Coordinator,Production       ,2021-01-06,,-1473.4,3,77917.04,26981.6,0,Hadoop,,R,Python,",R,Python"
1480,Elena,Gilmore,,Mechanic,Production       ,2019-01-18,,-1449.433333,3,48734.72,0,139.32,Hadoop,SQL,,,"SQL,,"
1481,Ashlynn,Moses,,Technician,Production       ,2023-03-15,,-1500,3,42038.38,0,865.5,NoSQL,SQL,SAS,Python,"SQL,SAS,Python"
1482,Esmeralda,Galvan,,Vp,Production       ,2019-11-11,,-1459.333333,3,60643.2,0,4311.72,,SQL,SAS,,"SQL,SAS,"
1484,Lorena,Mahoney,,Laborer,Production       ,2020-05-05,,-1465.2,3,49285.2,3703.57,2602.08,MapReduce/Elastic MapReduce,SQL,SPSS,Python,"SQL,SPSS,Python"
1486,Soren,Merritt,,Engineer,Production       ,2019-03-07,,-1451.033333,3,81617.57,14445.4,8567.63,,SQL,R,Python,"SQL,R,Python"
1489,Zoie,Mercado,,Technician,Production       ,2020-12-01,,-1472.2,3,61588.8,2451.3,4106.62,MapReduce/Elastic MapReduce,,SAS,Python,",SAS,Python"
1490,Joanna,Arias,,Director,Production       ,2019-08-13,,-1456.333333,3,118040.8,0,16286.2,NoSQL,SQL,SAS,Java/Javascript,"SQL,SAS,Java/Javascript"
1491,Tristian,Wilcox,,Manager,Production       ,2020-03-09,,-1463.3,3,109675.66,14292.53,14311.92,,SQL,,Python,"SQL,,Python"
1492,Zoey,Spence,,Engineer,Production       ,2020-05-06,,-1465.233333,3,27488.4,0,0,,,,Python,",,Python"
1493,Bradley,Barnes,,Laborer,Production       ,2022-08-03,,-1492.533333,3,47337.39,9440.73,287.91,Pig,,R,Python,",R,Python"
1495,Yasmin,Warren,,Laborer,Production       ,2021-07-04,,-1479.366667,3,75755.2,1579.74,5007,,SQL,SAS,Python,"SQL,SAS,Python"
1497,Victoria,Soto,,Drafter,Production       ,2020-11-03,,-1471.266667,3,120049.6,0,7019.6,MapReduce/Elastic MapReduce,SQL,SPSS,Python,"SQL,SPSS,Python"
1500,Brenden,Marks,,Tower Hand,Production       ,2019-05-13,,-1453.266667,3,48383.5,1172.23,2731.91,,SQL,,,"SQL,,"
1505,Moises,Brock,,Supervisor,Production       ,2020-01-29,,-1461.966667,3,201668.8,0,37583.48,Hive,,SAS,Python,",SAS,Python"
1507,Evelin,Sellers,,Administrator,Production       ,2021-07-21,,-1479.933333,3,75460,17008.58,8574.47,,,SAS,Python,",SAS,Python"
1508,Dereon,Hayes,,Lineman,Production       ,2023-05-20,,-1502.2,3,37450.4,8149.76,44735.6,,SQL,STATA,,"SQL,STATA,"
1509,Marlee,Mathis,,Assistant,Production       ,2022-05-16,,-1489.9,3,57683.87,15936.1,5159.5,NoSQL,,,Python,",,Python"
1510,Alice,House,,Technician,Production       ,2021-03-15,,-1475.666667,3,11521.6,0,0,Pig,,R,Ruby,",R,Ruby"
1513,Holly,Taylor,,Engineer,Production       ,2019-12-21,,-1460.666667,3,61548,9383.95,861.55,,SQL,SPSS,Python,"SQL,SPSS,Python"
1514,Hadassah,Blackburn,,Manager,Production       ,2022-07-15,,-1491.9,3,84582.4,0,9024.3,,SQL,R,Python,"SQL,R,Python"
1515,Shaylee,Hall,,Laborer,Production       ,2018-09-26,,-1445.633333,3,81542.4,7204.6,5831.88,,,SAS,,",SAS,"
1516,Richard,Nelson,,Manager,Production       ,2022-10-16,,-1495,3,54256.32,2851.14,4226.72,MapReduce/Elastic MapReduce,SQL,SAS,Python,"SQL,SAS,Python"
1522,Amara,Castillo,,Operator,Production       ,2021-02-15,,-1474.733333,3,109230.4,2335.39,4373.51,Hive,SQL,R,Python,"SQL,R,Python"
1524,Priscilla,Walters,,Engineer,Production       ,2023-03-16,,-1500.033333,3,18045.6,0,1110,Hadoop,,SAS,Python,",SAS,Python"
1526,Ashtyn,Huynh,,Foreman,Production       ,2021-04-23,,-1476.966667,3,84582.4,0,5854.9,,,R,Python,",R,Python"
1528,Braedon,Chandler,,Laborer,Production       ,2022-11-19,,-1496.133333,3,131080,31366.83,8551.2,Pig,SQL,R,Java/Javascript,"SQL,R,Java/Javascript"
1529,Nikolas,Hancock,,Laborer,Production       ,2023-04-14,,-1501,3,1946.52,0,0,Hadoop,SQL,R,Python,"SQL,R,Python"
1530,Demetrius,Sanders,,Top Hand,Production       ,2022-12-13,,-1496.933333,3,41854.4,0,300.04,,,SPSS,Python,",SPSS,Python"
1534,Ernesto,Madden,,Operator,Production       ,2022-02-27,,-1487.3,3,76672,0,7649.6,Pig,SQL,SAS,Python,"SQL,SAS,Python"
1535,Amari,Christian,,Foreman,Production       ,2021-05-08,,-1477.466667,3,52838.48,767.42,4978.63,,,,,",,"
1536,Lilly,Turner,,Locator,Production       ,2022-12-27,,-1497.4,3,55126.2,10305.01,2637.69,,,,,",,"
1537,Rayne,Simpson,,Vp,Production       ,2020-08-16,,-1468.633333,3,38081.6,2479.61,1596.4,Hadoop,SQL,R,,"SQL,R,"
1538,Aaron,Tapia,,Splicer,Production       ,2023-01-20,,-1498.2,3,75755.2,21008.14,11771.57,Pig,SQL,R,Python,"SQL,R,Python"
1540,Raegan,Stanton,,Cio,Production       ,2021-02-18,,-1474.833333,3,61588.8,9027.31,7394.4,,,R,Python,",R,Python"
1541,Johan,Sosa,,Assistant,Production       ,2021-01-16,,-1473.733333,3,75755.2,2767.33,2719.76,Hadoop,SQL,SAS,Python,"SQL,SAS,Python"
1542,Stacy,Bonilla,,Construction Manager,Production       ,2022-04-07,,-1488.6,3,80497.6,0,300.04,MapReduce/Elastic MapReduce,,R,Python,",R,Python"
1545,Jerimiah,Mendez,,Laborer,Production       ,2018-09-20,,-1445.433333,3,58917.55,3609.19,2862.85,,,R,,",R,"
1548,Brice,Christian,,Engineer,Production       ,2019-06-11,,-1454.233333,3,56974.4,6411.23,2428.2,,SQL,R,,"SQL,R,"
1549,Sage,Potter,,Executive,Production       ,2022-05-05,,-1489.533333,3,28644,1851.19,2302.63,,SQL,,Python,"SQL,,Python"
1553,Walker,Baird,,Technician,Production       ,2022-12-17,,-1497.066667,3,38592.08,2257.02,987.7,Hive,SQL,STATA,Python,"SQL,STATA,Python"
1555,Hazel,Ponce,,Technician,Production       ,2019-03-27,,-1451.7,3,43464,0,3875,Hive,SQL,STATA,Python,"SQL,STATA,Python"
